movie,director,movie_year,critic,critic_country,critic_org,Bechdel_test,director_gender
A Touch of Sin,Jia Zhangke,2013,Antoine Guillot,France,France Culture,,M
Pan's Labyrinth,Guillermo Del Toro,2006,Antoine Guillot,France,France Culture,pass,M
Spirited Away,Hayao Miyazaki,2001,Antoine Guillot,France,France Culture,pass,M
The New World,Terrence Malick,2005,Tom Gunning,US,University of Chicago,pass,M
Capitalism: Child Labor,Ken Jacobs,2007,Tom Gunning,US,University of Chicago,,M
Psalm III: 'Night of the Meek',Phil Solomon,2002,Tom Gunning,US,University of Chicago,,M
Goodbye to Language,Jean-Luc Godard,2014,Tom Gunning,US,University of Chicago,,M
Daylight Moon,Lewis Klahr,2002,Tom Gunning,US,University of Chicago,,M
Oldboy,Park Chan-wook,2003,Tom Gunning,US,University of Chicago,nopass,M
A Commuter’s Life (What a Life!),Ernie Gehr,2014,Tom Gunning,US,University of Chicago,,M
The Fourth Watch,Janie Geiser,2000,Tom Gunning,US,University of Chicago,,F
Our Daily Bread,Nikolaus Geyrhalter,2005,Tom Gunning,US,University of Chicago,,M
The World,Jia Zhangke,2004,Tom Gunning,US,University of Chicago,,M
Ankhon Dekhi,Rajat Kapoor,2013,Shubhra Gupta,India,The Indian Express,,M
Court,Chaitanya Tamhane,2014,Shubhra Gupta,India,The Indian Express,nopass,M
"LSD: Love, Sex Aur Dhokha",Dibakar Banerjee,2010,Shubhra Gupta,India,The Indian Express,,M
Monsoon Wedding,Mira Nair,2001,Shubhra Gupta,India,The Indian Express,pass,F
Dev D,Anurag Kashyap,2009,Shubhra Gupta,India,The Indian Express,,M
Paan Singh Tomar,Tigmanshu Dhulia,2012,Shubhra Gupta,India,The Indian Express,,M
Udaan,Vikramaditya Motwane,2010,Shubhra Gupta,India,The Indian Express,,M
Hazaaron Khwaishein Aisi,Sudhir Mishra,2003,Shubhra Gupta,India,The Indian Express,,M
Maqbool,Vishal Bhardwaj,2003,Shubhra Gupta,India,The Indian Express,,M
Lagaan: Once Upon a Time in India,Ashutosh Gowariker,2001,Shubhra Gupta,India,The Indian Express,pass,M
There Will Be Blood,Paul Thomas Anderson,2007,Hauvick Habechian,Lebanon,An-Nahar Newspaper,nopass,M
Mulholland Drive,David Lynch,2001,Hauvick Habechian,Lebanon,An-Nahar Newspaper,pass,M
AI: Artificial Intelligence,Steven Spielberg,2001,Hauvick Habechian,Lebanon,An-Nahar Newspaper,nopass,M
Blue Is the Warmest Color,Abdellatif Kechiche,2013,Hauvick Habechian,Lebanon,An-Nahar Newspaper,pass,M
Spirited Away,Hayao Miyazaki,2001,Hauvick Habechian,Lebanon,An-Nahar Newspaper,pass,M
Once Upon a Time in Anatolia,Nuri Bilge Ceylan,2011,Hauvick Habechian,Lebanon,An-Nahar Newspaper,nopass,M
In the Mood for Love,Wong Kar-wai,2000,Hauvick Habechian,Lebanon,An-Nahar Newspaper,pass,M
The Lady and the Duke,Éric Rohmer,2001,Hauvick Habechian,Lebanon,An-Nahar Newspaper,,M
Yi Yi: A One and a Two,Edward Yang,2000,Hauvick Habechian,Lebanon,An-Nahar Newspaper,pass,M
Silent Souls,Aleksey Fedorchenko,2010,Hauvick Habechian,Lebanon,An-Nahar Newspaper,,M
"Synecdoche, New York",Charlie Kaufman,2008,Angie Han,US,Slashfilm,pass,M
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Angie Han,US,Slashfilm,nopass,M
Boyhood,Richard Linklater,2014,Angie Han,US,Slashfilm,pass,M
Mad Max: Fury Road,George Miller,2015,Angie Han,US,Slashfilm,pass,M
Me and You and Everyone We Know,Miranda July,2005,Angie Han,US,Slashfilm,pass,F
Gone Girl,David Fincher,2014,Angie Han,US,Slashfilm,pass,M
Inside Llewyn Davis,Joel and Ethan Coen,2013,Angie Han,US,Slashfilm,nopass,M
Only Lovers Left Alive,Jim Jarmusch,2013,Angie Han,US,Slashfilm,pass,M
Selma,Ava DuVernay,2014,Angie Han,US,Slashfilm,pass,F
Pain & Gain,Michael Bay,2013,Angie Han,US,Slashfilm,nopass,M
Inside Out,Pete Docter,2015,Aisha Harris,US,Slate,pass,M
When the Levees Broke: A Requiem in Four Acts,Spike Lee,2006,Aisha Harris,US,Slate,,M
Stories We Tell,Sarah Polley,2012,Aisha Harris,US,Slate,pass,F
Her,Spike Jonze,2013,Aisha Harris,US,Slate,nopass,M
Children of Men,Alfonso Cuarón,2006,Aisha Harris,US,Slate,pass,M
Before Midnight,Richard Linklater,2013,Aisha Harris,US,Slate,pass,M
The Look of Silence,Joshua Oppenheimer,2014,Aisha Harris,US,Slate,,M
Fruitvale Station,Ryan Coogler,2013,Aisha Harris,US,Slate,pass,M
Love & Basketball,Gina Prince-Bythewood,2000,Aisha Harris,US,Slate,pass,F
Brick,Rian Johnson,2005,Aisha Harris,US,Slate,nopass,M
Stray Dogs,Tsai Ming-liang,2013,Tina Hassannia,Canada,Freelance film critic,,M
A Separation,Asghar Farhadi,2011,Tina Hassannia,Canada,Freelance film critic,pass,M
Margaret,Kenneth Lonergan,2011,Tina Hassannia,Canada,Freelance film critic,pass,M
Ten,Abbas Kiarostami,2002,Tina Hassannia,Canada,Freelance film critic,pass,M
35 Shots of Rum,Claire Denis,2008,Tina Hassannia,Canada,Freelance film critic,pass,F
Closed Curtain,Jafar Panahi,2013,Tina Hassannia,Canada,Freelance film critic,,M
Tangerine,Sean Baker,2015,Tina Hassannia,Canada,Freelance film critic,pass,M
The Royal Tenenbaums,Wes Anderson,2001,Tina Hassannia,Canada,Freelance film critic,pass,M
Spring Breakers,Harmony Korine,2012,Tina Hassannia,Canada,Freelance film critic,pass,M
Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010,Tina Hassannia,Canada,Freelance film critic,pass,M
Notre musique,Jean-Luc Godard,2004,Shiguehiko Hasumi,Japan,University of Tokyo,nopass,M
Triple Agent,Éric Rohmer,2004,Shiguehiko Hasumi,Japan,University of Tokyo,,M
The Assassin,Hou Hsiao-hsien,2015,Shiguehiko Hasumi,Japan,University of Tokyo,nopass,M
Gran Torino,Clint Eastwood,2008,Shiguehiko Hasumi,Japan,University of Tokyo,nopass,M
Horse Money,Pedro Costa,2014,Shiguehiko Hasumi,Japan,University of Tokyo,,M
Fantastic Mr Fox,Wes Anderson,2012,Shiguehiko Hasumi,Japan,University of Tokyo,nopass,M
Holy Motors,Leos Carax,2012,Shiguehiko Hasumi,Japan,University of Tokyo,nopass,M
Death Proof – Grindhouse,Quentin Tarantino,2007,Shiguehiko Hasumi,Japan,University of Tokyo,,M
Déjà Vu,Tony Scott,2006,Shiguehiko Hasumi,Japan,University of Tokyo,,M
Seventh Code,Kiyoshi Kurosawa,2013,Shiguehiko Hasumi,Japan,University of Tokyo,,M
Waiting for Happiness,Abderrahmane Sissako,2002,Katarina Hedrén,South Africa,Freelance film critic,,M
The White Ribbon,Michael Haneke,2009,Katarina Hedrén,South Africa,Freelance film critic,pass,M
Dreams of a Life,Carol Morley,2011,Katarina Hedrén,South Africa,Freelance film critic,,F
Tey,Alain Gomis,2012,Katarina Hedrén,South Africa,Freelance film critic,,M
The Gleaners and I,Agnès Varda,2000,Katarina Hedrén,South Africa,Freelance film critic,pass,F
Lumumba,Raoul Peck,2000,Katarina Hedrén,South Africa,Freelance film critic,,M
Hunger,Steve McQueen,2008,Katarina Hedrén,South Africa,Freelance film critic,nopass,M
Fruitvale Station,Ryan Coogler,2013,Katarina Hedrén,South Africa,Freelance film critic,pass,M
"Eat, Sleep, Die",Gabriela Pichler,2012,Katarina Hedrén,South Africa,Freelance film critic,pass,F
Middle of Nowhere,Ava DuVernay,2012,Katarina Hedrén,South Africa,Freelance film critic,pass,F
A Serious Man,Joel and Ethan Coen,2009,Jordan Hoffman,US,Freelance film critic,nopass,M
Inside Llewyn Davis,Joel and Ethan Coen,2013,Jordan Hoffman,US,Freelance film critic,nopass,M
Star Trek,J. J. Abrams,2009,Jordan Hoffman,US,Freelance film critic,pass,M
Waking Life,Richard Linklater,2001,Jordan Hoffman,US,Freelance film critic,pass,M
Ida,Paweł Pawlikowski,2013,Jordan Hoffman,US,Freelance film critic,pass,M
Enter the Void,Gaspar Noé,2009,Jordan Hoffman,US,Freelance film critic,nopass,M
There Will Be Blood,Paul Thomas Anderson,2007,Jordan Hoffman,US,Freelance film critic,nopass,M
Of Gods and Men,Xavier Beauvois,2010,Jordan Hoffman,US,Freelance film critic,,M
Into Great Silence,Philip Gröning,2005,Jordan Hoffman,US,Freelance film critic,nopass,M
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,2006,Jordan Hoffman,US,Freelance film critic,nopass,M
The Social Network,David Fincher,2010,Michael Hogan,US,Vanity Fair,nopass,M
Boyhood,Richard Linklater,2014,Michael Hogan,US,Vanity Fair,pass,M
The Descendants,Alexander Payne,2011,Michael Hogan,US,Vanity Fair,pass,M
Beasts of the Southern Wild,Benh Zeitlin,2012,Michael Hogan,US,Vanity Fair,pass,M
No Country For Old Men,Joel and Ethan Coen,2007,Michael Hogan,US,Vanity Fair,pass,M
Idiocracy,Mike Judge,2006,Michael Hogan,US,Vanity Fair,nopass,M
Bridesmaids,Paul Feig,2011,Michael Hogan,US,Vanity Fair,pass,M
Spring Breakers,Harmony Korine,2012,Michael Hogan,US,Vanity Fair,pass,M
American Psycho,Mary Harron,2000,Michael Hogan,US,Vanity Fair,pass,F
The Dark Knight,Christopher Nolan,2008,Michael Hogan,US,Vanity Fair,pass,M
Children of Men,Alfonso Cuarón,2006,Ann Hornaday,US,The Washington Post,pass,M
There Will Be Blood,Paul Thomas Anderson,2007,Ann Hornaday,US,The Washington Post,nopass,M
The Hurt Locker,Kathryn Bigelow,2008,Ann Hornaday,US,The Washington Post,nopass,F
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,Ann Hornaday,US,The Washington Post,pass,M
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Ann Hornaday,US,The Washington Post,nopass,M
Boyhood,Richard Linklater,2014,Ann Hornaday,US,The Washington Post,pass,M
Lost in Translation,Sofia Coppola,2003,Ann Hornaday,US,The Washington Post,pass,F
Michael Clayton,Tony Gilroy,2007,Ann Hornaday,US,The Washington Post,nopass,M
You Can Count on Me Me,Kenneth Lonergan,2000,Ann Hornaday,US,The Washington Post,,M
Finding Nemo,Andrew Stanton and Lee Unkrich,2003,Ann Hornaday,US,The Washington Post,nopass,M
Wolff Von Amerongen: Did He Commit Bankruptcy Offences?,Gerhard Benedikt Friedl,2004,Alexander Horwath,Austria,Austrian Film Museum,,M
The Master,Paul Thomas Anderson,2012,Alexander Horwath,Austria,Austrian Film Museum,nopass,M
Longing,Valeska Grisebach,2006,Alexander Horwath,Austria,Austrian Film Museum,,F
I’m Not There,Todd Haynes,2007,Alexander Horwath,Austria,Austrian Film Museum,,M
The External World,David O'Reilly,2010,Alexander Horwath,Austria,Austrian Film Museum,,M
Secret Sunshine,Lee Chang-dong,2007,Alexander Horwath,Austria,Austrian Film Museum,,M
Toni Erdmann,Maren Ade,2016,Alexander Horwath,Austria,Austrian Film Museum,pass,F
Platform,Jia Zhangke,2000,Alexander Horwath,Austria,Austrian Film Museum,nopass,M
The Holy Girl,Lucrecia Martel,2004,Alexander Horwath,Austria,Austrian Film Museum,pass,F
Mosaik mécanique,Norbert Pfaffenbichler,2008,Alexander Horwath,Austria,Austrian Film Museum,,M
Boyhood,Richard Linklater,2014,Peter Howell,Canada,The Toronto Star,pass,M
Holy Motors,Leos Carax,2012,Peter Howell,Canada,The Toronto Star,nopass,M
The Tree of Life,Terrence Malick,2011,Peter Howell,Canada,The Toronto Star,nopass,M
In the Mood for Love,Wong Kar-wai,2000,Peter Howell,Canada,The Toronto Star,pass,M
Inside Llewyn Davis,Joel and Ethan Coen,2013,Peter Howell,Canada,The Toronto Star,nopass,M
Certified Copy,Abbas Kiarostami,2010,Peter Howell,Canada,The Toronto Star,pass,M
Memento,Christopher Nolan,2000,Peter Howell,Canada,The Toronto Star,nopass,M
Y Tu Mamá También,Alfonso Cuarón,2001,Peter Howell,Canada,The Toronto Star,nopass,M
Mulholland Drive,David Lynch,2001,Peter Howell,Canada,The Toronto Star,pass,M
A History of Violence,David Cronenberg,2005,Peter Howell,Canada,The Toronto Star,pass,M
Good Night and Good Luck,George Clooney,2005,Annette Insdorf,US,Columbia University,nopass,M
Hugo,Martin Scorsese,2011,Annette Insdorf,US,Columbia University,pass,M
Ida,Paweł Pawlikowski,2013,Annette Insdorf,US,Columbia University,pass,M
A Separation,Asghar Farhadi,2011,Annette Insdorf,US,Columbia University,pass,M
Amour,Michael Haneke,2012,Annette Insdorf,US,Columbia University,pass,M
The Act of Killing,Joshua Oppenheimer,2012,Annette Insdorf,US,Columbia University,,M
Quills,Philip Kaufman,2000,Annette Insdorf,US,Columbia University,,M
The Sapphires,Wayne Blair,2012,Annette Insdorf,US,Columbia University,pass,M
Where Do We Go Now?,Nadine Labaki,2011,Annette Insdorf,US,Columbia University,pass,F
Ajami,Scandar Copti and Yaron Shani,2009,Annette Insdorf,US,Columbia University,nopass,M
The Dark Knight,Christopher Nolan,2008,Aysha Iqbal,India,Indian Institute of Technology,pass,M
Inception,Christopher Nolan,2010,Aysha Iqbal,India,Indian Institute of Technology,pass,M
Hero,Zhang Yimou,2002,Aysha Iqbal,India,Indian Institute of Technology,,M
Inglourious Basterds,Quentin Tarantino,2009,Aysha Iqbal,India,Indian Institute of Technology,pass,M
The Wolf of Wall Street,Martin Scorsese,2013,Aysha Iqbal,India,Indian Institute of Technology,pass,M
Chakde! India,Shimit Amin,2007,Aysha Iqbal,India,Indian Institute of Technology,pass,M
In the Mood for Love,Wong Kar-wai,2000,Aysha Iqbal,India,Indian Institute of Technology,pass,M
No Country For Old Men,Joel and Ethan Coen,2007,Aysha Iqbal,India,Indian Institute of Technology,pass,M
Maqbool,Vishal Bhardwaj,2003,Aysha Iqbal,India,Indian Institute of Technology,,M
The Lives of Others,Florian Henckel von Donnersmarck,2006,Aysha Iqbal,India,Indian Institute of Technology,nopass,M
The Pianist,Roman Polanski,2002,Zhanna Issabayeva,Kazakhstan,Freelance film critic,nopass,M
Only Lovers Left Alive,Jim Jarmusch,2013,Zhanna Issabayeva,Kazakhstan,Freelance film critic,pass,M
Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010,Zhanna Issabayeva,Kazakhstan,Freelance film critic,pass,M
Leviathan,Andrey Zvyagintsev,2014,Zhanna Issabayeva,Kazakhstan,Freelance film critic,pass,M
Amélie,Jean-Pierre Jeunet,2001,Zhanna Issabayeva,Kazakhstan,Freelance film critic,pass,M
Avatar,James Cameron,2009,Zhanna Issabayeva,Kazakhstan,Freelance film critic,pass,M
The Tree of Life,Terrence Malick,2011,Zhanna Issabayeva,Kazakhstan,Freelance film critic,nopass,M
A Pigeon Sat on a Branch Reflecting on Existence,Roy Andersson,2014,Zhanna Issabayeva,Kazakhstan,Freelance film critic,nopass,M
Boyhood,Richard Linklater,2014,Zhanna Issabayeva,Kazakhstan,Freelance film critic,pass,M
Coming Home,Zhang Yimou,2014,Zhanna Issabayeva,Kazakhstan,Freelance film critic,,M
The Act of Killing,Joshua Oppenheimer,2012,Larushka Ivan-Zadeh,UK,Metro,,M
Caché,Michael Haneke,2005,Larushka Ivan-Zadeh,UK,Metro,pass,M
"Synecdoche, New York",Charlie Kaufman,2008,Larushka Ivan-Zadeh,UK,Metro,pass,M
Spirited Away,Hayao Miyazaki,2001,Larushka Ivan-Zadeh,UK,Metro,pass,M
WALL-E,Andrew Stanton,2008,Larushka Ivan-Zadeh,UK,Metro,nopass,M
Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010,Larushka Ivan-Zadeh,UK,Metro,pass,M
Lost in Translation,Sofia Coppola,2003,Larushka Ivan-Zadeh,UK,Metro,pass,F
Talk to Her,Pedro Almodóvar,2002,Larushka Ivan-Zadeh,UK,Metro,pass,M
The Wrestler,Darren Aronofsky,2008,Larushka Ivan-Zadeh,UK,Metro,nopass,M
Boyhood,Richard Linklater,2014,Larushka Ivan-Zadeh,UK,Metro,pass,M
In the Mood for Love,Wong Kar-wai,2000,Nick James,UK,Sight & Sound,pass,M
Caché,Michael Haneke,2005,Nick James,UK,Sight & Sound,pass,M
Yi Yi: A One and a Two,Edward Yang,2000,Nick James,UK,Sight & Sound,pass,M
Zero Dark Thirty,Kathryn Bigelow,2012,Nick James,UK,Sight & Sound,pass,F
Once Upon a Time in Anatolia,Nuri Bilge Ceylan,2011,Nick James,UK,Sight & Sound,nopass,M
White Material,Claire Denis,2009,Nick James,UK,Sight & Sound,pass,F
There Will Be Blood,Paul Thomas Anderson,2007,Nick James,UK,Sight & Sound,nopass,M
The Look of Silence,Joshua Oppenheimer,2014,Nick James,UK,Sight & Sound,,M
The Turin Horse,Béla Tarr and Ágnes Hranitzky,2011,Nick James,UK,Sight & Sound,nopass,Both
The Great Beauty,Paolo Sorrentino,2013,Nick James,UK,Sight & Sound,pass,M
The Tree of Life,Terrence Malick,2011,David Jenkins,UK,Little White Lies,nopass,M
Eden,Mia Hansen-Løve,2014,David Jenkins,UK,Little White Lies,nopass,F
Punch-Drunk Love,Paul Thomas Anderson,2002,David Jenkins,UK,Little White Lies,nopass,M
Ghost World,Terry Zwigoff,2001,David Jenkins,UK,Little White Lies,pass,M
Tabu,Miguel Gomes,2012,David Jenkins,UK,Little White Lies,pass,M
Wendy and Lucy,Kelly Reichardt,2008,David Jenkins,UK,Little White Lies,pass,M
The Headless Woman,Lucrecia Martel,2008,David Jenkins,UK,Little White Lies,pass,F
Everyone Else,Maren Ade,2009,David Jenkins,UK,Little White Lies,,F
Millennium Mambo,Hou Hsiao-hsien,2001,David Jenkins,UK,Little White Lies,,M
In Vanda’s Room,Pedro Costa,2000,David Jenkins,UK,Little White Lies,,M
The Master,Paul Thomas Anderson,2012,Kent Jones,US,Film Comment,nopass,M
The Tree of Life,Terrence Malick,2011,Kent Jones,US,Film Comment,nopass,M
Zodiac,David Fincher,2007,Kent Jones,US,Film Comment,nopass,M
Toni Erdmann,Maren Ade,2016,Kent Jones,US,Film Comment,pass,F
There Will Be Blood,Paul Thomas Anderson,2007,Kent Jones,US,Film Comment,nopass,M
My Golden Days,Arnaud Desplechin,2015,Kent Jones,US,Film Comment,,M
Carlos,Olivier Assayas,2010,Kent Jones,US,Film Comment,,M
A Serious Man,Joel and Ethan Coen,2009,Kent Jones,US,Film Comment,nopass,M
Moonrise Kingdom,Wes Anderson,2012,Kent Jones,US,Film Comment,pass,M
The Son,Jean-Pierre and Luc Dardenne,2002,Kent Jones,US,Film Comment,,M
The Headless Woman,Lucrecia Martel,2008,Manuel Kalmanovitz,Colombia,Revista Semana,pass,F
Spirited Away,Hayao Miyazaki,2001,Manuel Kalmanovitz,Colombia,Revista Semana,pass,M
Mulholland Drive,David Lynch,2001,Manuel Kalmanovitz,Colombia,Revista Semana,pass,M
Sumas y Restas,Víctor Gaviria,2004,Manuel Kalmanovitz,Colombia,Revista Semana,,M
Inside Out,Pete Docter,2015,Manuel Kalmanovitz,Colombia,Revista Semana,pass,M
The Gleaners and I,Agnès Varda,2000,Manuel Kalmanovitz,Colombia,Revista Semana,pass,F
The Return,Andrey Zvyagintsev,2003,Manuel Kalmanovitz,Colombia,Revista Semana,,M
Regular Lovers,Philippe Garrel,2005,Manuel Kalmanovitz,Colombia,Revista Semana,,M
Under the Skin,Jonathan Glazer,2013,Manuel Kalmanovitz,Colombia,Revista Semana,nopass,M
The Days When I Do Not Exist,Jean-Charles Fitoussi,2002,Manuel Kalmanovitz,Colombia,Revista Semana,,M
The Tree of Life,Terrence Malick,2011,Dominik Kamalzadeh,Austria,Der Standard,nopass,M
Holy Motors,Leos Carax,2012,Dominik Kamalzadeh,Austria,Der Standard,nopass,M
Tabu,Miguel Gomes,2012,Dominik Kamalzadeh,Austria,Der Standard,pass,M
A History of Violence,David Cronenberg,2005,Dominik Kamalzadeh,Austria,Der Standard,pass,M
Tropical Malady,Apichatpong Weerasethakul,2004,Dominik Kamalzadeh,Austria,Der Standard,nopass,M
The Death of Mr Lazarescu,Cristi Puiu,2005,Dominik Kamalzadeh,Austria,Der Standard,,M
Phoenix,Christian Petzold,2014,Dominik Kamalzadeh,Austria,Der Standard,pass,M
Platform,Jia Zhangke,2000,Dominik Kamalzadeh,Austria,Der Standard,nopass,M
As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty,Jonas Mekas,2000,Dominik Kamalzadeh,Austria,Der Standard,,M
Secret Sunshine,Lee Chang-dong,2007,Dominik Kamalzadeh,Austria,Der Standard,,M
Lost in Translation,Sofia Coppola,2003,Dave Karger,US,Freelance,pass,F
Silver Linings Playbook,David O. Russell,2012,Dave Karger,US,Freelance,pass,M
Brooklyn,John Crowley,2015,Dave Karger,US,Freelance,pass,M
Michael Clayton,Tony Gilroy,2007,Dave Karger,US,Freelance,nopass,M
Blue Valentine,Derek Cianfrance,2010,Dave Karger,US,Freelance,nopass,M
Amélie,Jean-Pierre Jeunet,2001,Dave Karger,US,Freelance,pass,M
The Artist,Michel Hazanavicius,2011,Dave Karger,US,Freelance,nopass,M
The King’s Speech,Tom Hooper,2010,Dave Karger,US,Freelance,pass,M
Vera Drake,Mike Leigh,2004,Dave Karger,US,Freelance,pass,M
Wild,Jean-Marc Vallée,2014,Dave Karger,US,Freelance,pass,M
Theeb,Naji Abou Nowar,2014,Butheina Kazim,UAE,Cinema Akil,nopass,M
A Time for Drunken Horses,Bahman Ghobadi,2000,Butheina Kazim,UAE,Cinema Akil,,M
Oldboy,Park Chan-wook,2003,Butheina Kazim,UAE,Cinema Akil,nopass,M
Wild Tales,Damián Szifrón,2014,Butheina Kazim,UAE,Cinema Akil,pass,M
Man on Wire,James Marsch,2008,Butheina Kazim,UAE,Cinema Akil,,M
Only Lovers Left Alive,Jim Jarmusch,2013,Butheina Kazim,UAE,Cinema Akil,pass,M
Kill Bill: Vol. 1,Quentin Tarantino,2003,Butheina Kazim,UAE,Cinema Akil,pass,M
The Royal Tenenbaums,Wes Anderson,2001,Butheina Kazim,UAE,Cinema Akil,pass,M
Days of Glory,Rachid Bouchareb,2006,Butheina Kazim,UAE,Cinema Akil,,M
City of God,Fernando Meirelles and Kátia Lund,2002,Butheina Kazim,UAE,Cinema Akil,nopass,Both
Hard to Be a God,Aleksey German,2013,Glenn Kenny,US,Freelance,,M
Cosmos,Andrzej Zulawski,2015,Glenn Kenny,US,Freelance,,M
Inside Llewyn Davis,Joel and Ethan Coen,2013,Glenn Kenny,US,Freelance,nopass,M
Carlos,Olivier Assayas,2010,Glenn Kenny,US,Freelance,,M
Che,Steven Soderbergh,2008,Glenn Kenny,US,Freelance,,M
The Master,Paul Thomas Anderson,2012,Glenn Kenny,US,Freelance,nopass,M
There Will Be Blood,Paul Thomas Anderson,2007,Glenn Kenny,US,Freelance,nopass,M
The Intruder,Claire Denis,2004,Glenn Kenny,US,Freelance,,F
Morvern Callar,Lynne Ramsay,2002,Glenn Kenny,US,Freelance,pass,F
25th Hour,Spike Lee,2002,Glenn Kenny,US,Freelance,nopass,M
In the Mood for Love,Wong Kar-wai,2000,Andreas Kilb,Germany,Frankfurter Allgemeine Zeitung,pass,M
Dogville,Lars von Trier,2003,Andreas Kilb,Germany,Frankfurter Allgemeine Zeitung,pass,M
Ten,Abbas Kiarostami,2002,Andreas Kilb,Germany,Frankfurter Allgemeine Zeitung,pass,M
The White Ribbon,Michael Haneke,2009,Andreas Kilb,Germany,Frankfurter Allgemeine Zeitung,pass,M
The Circle,Jafar Panahi,2000,Andreas Kilb,Germany,Frankfurter Allgemeine Zeitung,pass,M
Bad Education,Pedro Almodóvar,2005,Andreas Kilb,Germany,Frankfurter Allgemeine Zeitung,pass,M
Rust and Bone,Jacques Audiard,2012,Andreas Kilb,Germany,Frankfurter Allgemeine Zeitung,,M
5x2,François Ozon,2004,Andreas Kilb,Germany,Frankfurter Allgemeine Zeitung,,M
Russian Ark,Aleksandr Sokurov,2002,Andreas Kilb,Germany,Frankfurter Allgemeine Zeitung,,M
Far From Heaven,Todd Haynes,2002,Andreas Kilb,Germany,Frankfurter Allgemeine Zeitung,pass,M
The Last of the Unjust,Claude Lanzmann,2013,Uri Klein,Israel,Haaretz,,M
Once Upon a Time in Anatolia,Nuri Bilge Ceylan,2011,Uri Klein,Israel,Haaretz,nopass,M
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,Uri Klein,Israel,Haaretz,pass,M
"Police, Adjective",Corneliu Porumboiu,2009,Uri Klein,Israel,Haaretz,nopass,M
Far From Heaven,Todd Haynes,2002,Uri Klein,Israel,Haaretz,pass,M
The Pianist,Roman Polanski,2002,Uri Klein,Israel,Haaretz,nopass,M
Winter Sleep,Nuri Bilge Ceylan,2014,Uri Klein,Israel,Haaretz,,M
Brokeback Mountain,Ang Lee,2005,Uri Klein,Israel,Haaretz,nopass,M
A Separation,Asghar Farhadi,2011,Uri Klein,Israel,Haaretz,pass,M
Goodbye to Language,Jean-Luc Godard,2014,Uri Klein,Israel,Haaretz,,M
Boyhood,Richard Linklater,2014,Eric Kohn,US,IndieWire,pass,M
Holy Motors,Leos Carax,2012,Eric Kohn,US,IndieWire,nopass,M
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,Eric Kohn,US,IndieWire,nopass,M
Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010,Eric Kohn,US,IndieWire,pass,M
Enter the Void,Gaspar Noé,2009,Eric Kohn,US,IndieWire,nopass,M
Son of Saul,László Nemes,2015,Eric Kohn,US,IndieWire,nopass,M
Leviathan,Andrey Zvyagintsev,2014,Eric Kohn,US,IndieWire,pass,M
The Act of Killing,Joshua Oppenheimer,2012,Eric Kohn,US,IndieWire,,M
12 Years a Slave,Steve McQueen,2013,Eric Kohn,US,IndieWire,pass,M
Idiocracy,Mike Judge,2006,Eric Kohn,US,IndieWire,nopass,M
Spirited Away,Hayao Miyazaki,2001,Dan Kois,US,Slate,pass,M
Yi Yi: A One and a Two,Edward Yang,2000,Dan Kois,US,Slate,pass,M
Before Sunset,Richard Linklater,2004,Dan Kois,US,Slate,nopass,M
You Can Count On Me,Kenneth Lonergan,2000,Dan Kois,US,Slate,,M
Inside Out,Pete Docter,2015,Dan Kois,US,Slate,pass,M
Morvern Callar,Lynne Ramsay,2012,Dan Kois,US,Slate,pass,F
Stories We Tell,Sarah Polley,2012,Dan Kois,US,Slate,pass,F
Animal Kingdom,David Michôd,2010,Dan Kois,US,Slate,nopass,M
Attack the Block,Joe Cornish,2011,Dan Kois,US,Slate,pass,M
Jackass 3D,Jeff Tremaine,2010,Dan Kois,US,Slate,,M
Mulholland Drive,David Lynch,2001,Michael Koresky,US,The Film Society of Lincoln Center,pass,M
AI: Artificial Intelligence,Steven Spielberg,2001,Michael Koresky,US,The Film Society of Lincoln Center,nopass,M
The Tree of Life,Terrence Malick,2011,Michael Koresky,US,The Film Society of Lincoln Center,nopass,M
Syndromes and a Century,Apichatpong Weerasethakul,2006,Michael Koresky,US,The Film Society of Lincoln Center,,M
What Time Is It There?,Tsai Ming-liang,2001,Michael Koresky,US,The Film Society of Lincoln Center,,M
The Intruder,Claire Denis,2004,Michael Koresky,US,The Film Society of Lincoln Center,,F
The Son,Jean-Pierre and Luc Dardenne,2002,Michael Koresky,US,The Film Society of Lincoln Center,,M
Before Sunset,Richard Linklater,2004,Michael Koresky,US,The Film Society of Lincoln Center,nopass,M
The Headless Woman,Lucrecia Martel,2008,Michael Koresky,US,The Film Society of Lincoln Center,pass,F
Femme Fatale,Brian De Palma,2002,Michael Koresky,US,The Film Society of Lincoln Center,pass,M
